code,date,ret,label,er10_t4,volshrink,pillar_pct,pillar_body_atr,pillar_vr20,pillar_volmult,breakout,clean_max_body,clean_max_vr,test_vol_ratio,hold_depth,t_close_vs_pillar,pb20_t,roc60_t,roc120_t,bias120_t,atrp30_t,er20_t,win
sh.600029,2021-03-18,-0.04460431654676266,stop,0.32110091743119135,0.9302243989770532,9.9688,2.0867208672086717,3.7564646791235345,5.081456830207043,0.06165413533834596,1.0845070422535246,2.2188992257526534,0.4881566448713759,0.9272727272727271,-0.0181818181818178,0.9594282154837884,0.16350313888397294,0.08809089840075246,0.16930332209825033,0.035460992907801414,0.262357414448669,False
sh.600029,2023-07-06,0.06319115323854665,tp,0.0,0.7403061721869132,5.6385,1.821138211382116,2.384599063962841,3.031385245752192,-0.2434679334916865,2.5263157894736845,3.773285939544843,0.3378782808426586,0.875,-0.03125000000000208,0.8793436453936907,-0.21867321867321876,-0.18251928020565567,-0.12106135986733006,0.0269916142557652,0.30588235294117666,True
sh.600030,2020-01-03,-0.14166001596169178,stop,0.11340206185566995,0.984486583592192,9.9871,3.31726907630522,4.211442437240812,4.21351780053452,0.045213849287169205,1.2857142857142871,3.5151182633115328,0.47600011535938297,0.8474576271186434,-0.11942876223573107,0.9167393475960505,0.1416170994657524,0.10947333533553105,0.12254838790272041,0.020975939987343175,0.439852819431671,False
sh.600031,2020-10-15,-0.09230769230769237,stop,0.1756756756756762,0.7618872239639737,7.2713,1.9549549549549579,1.5568441980828203,1.9225269067121884,0.052147239263803824,1.1444679351656089,1.3765181196125698,0.6124175864957713,1.0161290322580632,0.016129032258063076,0.9217085857503848,0.30340668808138016,0.4567486513850718,0.3079999879952038,0.035104962989928414,0.6240786240786242,False
sh.600031,2021-09-06,-0.055917667238422064,stop,0.3841642228738999,0.997049512680196,9.9886,2.0301171221416565,1.90639330057614,2.1613367483821224,-0.12760810402177203,0.9751243781094547,2.112985968225923,0.6135393271459433,0.7230769230769216,0.15384615384615466,0.602280108588901,0.05650333961159215,-0.16698775146009093,-0.007082060248848404,0.049629629629629635,0.14668452779638338,False
sh.600036,2021-05-28,-0.03315581515203577,stop,0.027027027027026362,0.8203188579257124,6.4164,2.0136986301369864,1.9249880677078355,2.3646530155759424,0.018764383076650626,1.472479564032692,1.851314092627172,0.5307989645535491,1.1190476190476184,0.2827380952380949,0.9779921937460527,0.16094463187140318,0.2757988191846421,0.15781522940829945,0.026450142450142475,0.3932721712538227,False
sh.600036,2022-12-02,0.040320274521018114,tp,0.2669683257918532,0.8357466797311771,9.0738,1.5439531166755471,2.1404778763043057,2.5465721132451096,-0.03327787021630613,1.2596685082872823,2.424991565886056,0.4379042862485373,0.7729468599033821,-0.2270531400966179,0.787086910993368,-0.0031884057971013346,-0.10932837525358763,0.011702571884962959,0.03257729960259765,0.43703703703703717,True
sh.600037,2024-05-07,-0.03413940256045511,stop,0.02479338842975225,0.8088675990292922,6.9277,1.906976744186047,2.261959956993503,2.4646356930532347,-0.05835543766578255,1.2824427480916047,1.2106966269822783,0.5066700163111464,0.8536585365853667,-0.14634146341463325,0.8930101686897302,-0.030303030303030165,-0.10546378653113087,-0.05011412572944889,0.028693181818181812,0.04878048780487813,False
sh.600038,2020-02-20,-0.028481012658227802,stop,0.26886291179596217,0.986819810800869,6.4439,1.4518518518518535,2.2086195904955974,2.068377296706546,-0.10441767068273089,1.4449093444909373,1.6266326509005906,0.8512641129090408,0.987394957983194,-0.012605042016806026,0.6178251515698233,0.00928442028985521,-0.019361936193619367,-0.02722935699722276,0.03153840400867549,0.12313432835820905,False
sh.600038,2021-12-29,0.0405061681292128,tp,0.16605705925384062,0.7222253116111184,5.7993,1.3073713490959684,1.4300422361188558,1.7373475559139493,-0.011421319796954155,1.432317636195754,1.4812672122383472,0.5714781440651125,0.8297872340425486,0.2340425531914859,0.963188852856373,0.4290882778581764,0.6021091056580814,0.26965589378819504,0.04463291139240504,0.20507757404795465,True
sh.600048,2021-09-06,0.08906379453189747,tp,0.3176470588235288,0.7284697072412754,6.5847,1.5067056489260893,1.140860395478307,1.5878753793310558,-0.027243589743589536,1.9626168224299017,2.7178851407344715,0.6982192159946261,0.8837209302325532,-0.11627906976744688,0.6697487419954655,-0.01923437516258364,-0.1442852659128817,-0.00913118694370685,0.045425982733952534,0.1849169888782952,True
sh.600048,2022-07-04,-0.035437081205713025,stop,0.2833333333333332,0.7787541490695224,7.0545,1.431674208144795,1.5456328657194678,1.674312588618579,-0.12977867203219307,1.1588366890380266,1.8832503943486545,0.5930196661238923,1.1061946902654853,0.1061946902654854,0.9079289637834839,-0.043382756727073035,0.1536423841059602,0.06018034832178695,0.04037504783773442,0.34728033472803405,False
sh.600050,2023-01-06,0.0672690763052207,tp,0.36734693877551033,0.6194605486619726,10.0446,2.0322580645161272,1.3428114069298451,1.7699210875589766,-0.06095238095238098,1.5384615384615372,1.9326813703454093,0.7276509041922173,1.1333333333333335,0.13333333333333347,0.770005556237852,0.48417041741167743,0.4798559685238528,0.32599853331629697,0.049966599866399466,0.04347826086956533,True
sh.600050,2023-03-06,-0.07333333333333353,stop,0.1927710843373493,0.9237425591263724,10.0379,2.11320754716981,2.6457680537090833,2.3975647269216425,0.0338078291814945,1.6013071895424829,2.10694065099141,0.795561490108656,1.250000000000003,0.42857142857143055,1.00880612860672,0.2763713080168775,0.7435301346715142,0.4053379652474639,0.03988980716253441,0.3493150684931504,False
sh.600054,2021-10-19,-0.03115264797507795,stop,0.1594202898550729,0.5960331239903752,5.0483,1.6327543424317579,1.7643844920325742,2.7324443104221445,-0.08341143392689798,1.1379310344827578,3.559219492099323,0.45078727427952725,0.8085106382978747,-0.1914893617021253,0.8819421135374634,0.04530744336569592,-0.157391304347826,0.016878006121556814,0.029411764705882346,0.13915857605178045,False
sh.600055,2021-02-05,0.08208422555317656,tp,0.35757575757575827,0.8317437880249597,10.0216,2.639344262295089,2.2373923907103093,2.6677968760154114,-0.16787775693294094,1.3519476314426575,1.7933607591120968,0.18612851916169348,2.10869565217391,3.6739130434782505,1.3317411257067617,0.176639501599416,-0.15798102580710927,0.09887546096531448,0.031076672640138345,0.5035868005738883,True
sh.600055,2021-07-01,-0.05094786729857814,stop,0.18978102189780982,0.6907922066920658,9.883,2.137512639029318,2.16705617351924,3.2020405624804753,0.025485436893203817,1.1308304891922605,3.0507044553758766,0.48369650746305887,0.8807947019867574,-0.013245033112581977,0.9546374487968785,0.28953399541634806,0.6500714888673713,0.29190322905547444,0.03988941548183252,0.2889610389610393,False
sh.600055,2022-01-17,-0.06767208043310127,stop,0.33184855233853017,0.9265670592826395,8.7815,1.884095299420481,2.608494054367251,2.9860586457080993,0.012118842845973532,1.6753138075313803,2.0275575732348763,0.43490940050751475,0.8133971291866003,-0.014354066985648546,0.9577604636185612,0.39107046799354483,0.0027142303218301578,0.2012402596648513,0.03868265016756896,0.07456978967495191,False
sh.600057,2020-08-04,0.11500754147812972,tp,0.028248587570621292,0.8015703391053915,9.9511,1.8247863247863234,2.664263221225831,3.105481703356493,0.0014858841010398915,1.9703703703703739,2.568469526699863,0.5080109578684248,0.901639344262296,-0.09836065573770401,0.8445888334939925,0.21114583083117178,0.7734635380027874,0.26469414067997227,0.0413672654690619,0.12101910828025465,True
sh.600057,2022-05-18,0.08704337899543386,tp,0.10559006211180222,0.9326500754867523,7.3373,1.3620414673046268,1.6520937490725935,1.8340263996910497,-0.05619146722164392,1.5121951219512213,1.968851846174539,0.7185566533390408,0.7213114754098342,-0.27868852459016585,0.6221895921787851,0.05450236966824651,0.22420907840440152,0.05892501264166084,0.0442322097378277,0.06224066390041495,True
sh.600058,2021-04-13,-0.06181818181818188,stop,0.16279069767441862,0.5888828574049455,6.7259,1.710407239818999,2.3044530517404866,3.476033826001046,-0.009422850412249772,1.3125000000000033,1.045264414088972,0.6075723480972361,0.7407407407407395,-0.2592592592592605,0.7228453330100199,0.28816199376947016,0.2198664570193989,0.1418623023255627,0.0412333736396614,0.06338028169014097,False
sh.600059,2020-04-23,-0.03785103785103798,stop,0.018867924528299884,0.7281085498112251,7.7763,2.800000000000001,4.860206028227148,6.608390797414755,-0.08775981524249421,0.72916666666667,0.9275228079061869,0.6323889119925031,1.043478260869565,0.5869565217391309,1.1238626784457095,-0.02505966587112174,0.009876461308394147,0.022150094740881816,0.0256221950224398,0.5144508670520223,False
sh.600059,2021-05-27,0.06944444444444442,tp,0.33658536585365706,0.9098789987194543,6.2653,1.4038461538461557,1.866645619589474,2.037016431809599,-0.025373134328358193,1.642180094786728,2.113449507195514,0.729338203635916,0.8904109589041098,0.15068493150684875,0.9652447893267623,0.11894647408666104,0.14130278981767308,0.04022849049816631,0.04474816502151353,0.20761245674740453,True
sh.600060,2023-06-15,-0.040170940170940105,stop,0.01373478637264654,1.0443161052315557,5.8851,1.555546643795193,1.5105264957301268,1.5706754292394174,-0.06736252169077006,1.6583901685872242,1.5378133866319466,0.6550853086432611,1.070312499999998,0.5156249999999956,0.9826077853886798,0.354240045575545,0.6348822803332028,0.29461999926463545,0.03421273444493131,0.1962545184237328,False
